0:0:0:0:0:0:0:1 - - [11/Oct/2018:16:39:33 +0800] "GET / HTTP/1.1" 200 1165
0:0:0:0:0:0:0:1 - - [11/Oct/2018:16:41:18 +0800] "GET /verifyUtil.do HTTP/1.1" 200 683
0:0:0:0:0:0:0:1 - - [11/Oct/2018:16:41:18 +0800] "GET /favicon.ico HTTP/1.1" 200 946
0:0:0:0:0:0:0:1 - - [11/Oct/2018:16:41:18 +0800] "GET /student/login.do?username=3123&password= HTTP/1.1" 200 1193
0:0:0:0:0:0:0:1 - - [11/Oct/2018:16:41:18 +0800] "GET /verifyUtil.do HTTP/1.1" 200 668
0:0:0:0:0:0:0:1 - - [11/Oct/2018:16:41:18 +0800] "GET /favicon.ico HTTP/1.1" 200 946
0:0:0:0:0:0:0:1 - - [11/Oct/2018:16:41:18 +0800] "GET /student/login.do?username=3123&password= HTTP/1.1" 200 1193
0:0:0:0:0:0:0:1 - - [11/Oct/2018:16:41:18 +0800] "GET /verifyUtil.do HTTP/1.1" 200 647
0:0:0:0:0:0:0:1 - - [11/Oct/2018:16:41:18 +0800] "GET /favicon.ico HTTP/1.1" 200 946
0:0:0:0:0:0:0:1 - - [11/Oct/2018:16:41:18 +0800] "GET /student/login.do?username=3123&password= HTTP/1.1" 200 1193
0:0:0:0:0:0:0:1 - - [11/Oct/2018:16:41:18 +0800] "GET /verifyUtil.do HTTP/1.1" 200 651
0:0:0:0:0:0:0:1 - - [11/Oct/2018:16:41:18 +0800] "GET /favicon.ico HTTP/1.1" 200 946
0:0:0:0:0:0:0:1 - - [11/Oct/2018:16:41:19 +0800] "GET /student/login.do?username=3123&password= HTTP/1.1" 200 1193
0:0:0:0:0:0:0:1 - - [11/Oct/2018:16:41:19 +0800] "GET /verifyUtil.do HTTP/1.1" 200 558
0:0:0:0:0:0:0:1 - - [11/Oct/2018:16:41:19 +0800] "GET /favicon.ico HTTP/1.1" 200 946
0:0:0:0:0:0:0:1 - - [11/Oct/2018:16:41:19 +0800] "GET /student/login.do?username=3123&password= HTTP/1.1" 200 1193
0:0:0:0:0:0:0:1 - - [11/Oct/2018:16:41:19 +0800] "GET /verifyUtil.do HTTP/1.1" 200 663
0:0:0:0:0:0:0:1 - - [11/Oct/2018:16:41:19 +0800] "GET /favicon.ico HTTP/1.1" 200 946
0:0:0:0:0:0:0:1 - - [11/Oct/2018:16:41:19 +0800] "GET /student/login.do?username=3123&password= HTTP/1.1" 200 1193
0:0:0:0:0:0:0:1 - - [11/Oct/2018:16:41:19 +0800] "GET /verifyUtil.do HTTP/1.1" 200 606
0:0:0:0:0:0:0:1 - - [11/Oct/2018:16:41:19 +0800] "GET /favicon.ico HTTP/1.1" 200 946
0:0:0:0:0:0:0:1 - - [11/Oct/2018:16:41:19 +0800] "GET /student/login.do?username=3123&password= HTTP/1.1" 200 1193
0:0:0:0:0:0:0:1 - - [11/Oct/2018:16:41:19 +0800] "GET /verifyUtil.do HTTP/1.1" 200 721
0:0:0:0:0:0:0:1 - - [11/Oct/2018:16:41:19 +0800] "GET /favicon.ico HTTP/1.1" 200 946
0:0:0:0:0:0:0:1 - - [11/Oct/2018:16:41:20 +0800] "GET /student/login.do?username=3123&password= HTTP/1.1" 200 1193
0:0:0:0:0:0:0:1 - - [11/Oct/2018:16:41:20 +0800] "GET /verifyUtil.do HTTP/1.1" 200 757
0:0:0:0:0:0:0:1 - - [11/Oct/2018:16:41:20 +0800] "GET /favicon.ico HTTP/1.1" 200 946
0:0:0:0:0:0:0:1 - - [11/Oct/2018:16:41:20 +0800] "GET /student/login.do?username=3123&password= HTTP/1.1" 200 1193
0:0:0:0:0:0:0:1 - - [11/Oct/2018:16:41:20 +0800] "GET /verifyUtil.do HTTP/1.1" 200 699
0:0:0:0:0:0:0:1 - - [11/Oct/2018:16:41:20 +0800] "GET /favicon.ico HTTP/1.1" 200 946
0:0:0:0:0:0:0:1 - - [11/Oct/2018:16:41:20 +0800] "GET /student/login.do?username=3123&password= HTTP/1.1" 200 1193
0:0:0:0:0:0:0:1 - - [11/Oct/2018:16:41:20 +0800] "GET /verifyUtil.do HTTP/1.1" 200 630
0:0:0:0:0:0:0:1 - - [11/Oct/2018:16:41:20 +0800] "GET /favicon.ico HTTP/1.1" 200 946
0:0:0:0:0:0:0:1 - - [11/Oct/2018:16:41:20 +0800] "GET /student/login.do?username=3123&password= HTTP/1.1" 200 1193
0:0:0:0:0:0:0:1 - - [11/Oct/2018:16:41:20 +0800] "GET /verifyUtil.do HTTP/1.1" 200 504
0:0:0:0:0:0:0:1 - - [11/Oct/2018:16:41:20 +0800] "GET /favicon.ico HTTP/1.1" 200 946
0:0:0:0:0:0:0:1 - - [11/Oct/2018:16:41:21 +0800] "GET /student/login.do?username=3123&password= HTTP/1.1" 200 1193
0:0:0:0:0:0:0:1 - - [11/Oct/2018:16:41:21 +0800] "GET /verifyUtil.do HTTP/1.1" 200 656
0:0:0:0:0:0:0:1 - - [11/Oct/2018:16:41:21 +0800] "GET /favicon.ico HTTP/1.1" 200 946
0:0:0:0:0:0:0:1 - - [11/Oct/2018:16:41:21 +0800] "GET /student/login.do?username=3123&password= HTTP/1.1" 200 1193
0:0:0:0:0:0:0:1 - - [11/Oct/2018:16:41:21 +0800] "GET /verifyUtil.do HTTP/1.1" 200 514
0:0:0:0:0:0:0:1 - - [11/Oct/2018:16:41:21 +0800] "GET /favicon.ico HTTP/1.1" 200 946
0:0:0:0:0:0:0:1 - - [11/Oct/2018:16:41:21 +0800] "GET /student/login.do?username=3123&password= HTTP/1.1" 200 1193
0:0:0:0:0:0:0:1 - - [11/Oct/2018:16:41:21 +0800] "GET /verifyUtil.do HTTP/1.1" 200 609
0:0:0:0:0:0:0:1 - - [11/Oct/2018:16:41:21 +0800] "GET /favicon.ico HTTP/1.1" 200 946
0:0:0:0:0:0:0:1 - - [11/Oct/2018:16:41:21 +0800] "GET /student/login.do?username=3123&password= HTTP/1.1" 200 1193
0:0:0:0:0:0:0:1 - - [11/Oct/2018:16:41:21 +0800] "GET /verifyUtil.do HTTP/1.1" 200 681
0:0:0:0:0:0:0:1 - - [11/Oct/2018:16:41:21 +0800] "GET /favicon.ico HTTP/1.1" 200 946
0:0:0:0:0:0:0:1 - - [11/Oct/2018:16:41:21 +0800] "GET /student/login.do?username=3123&password= HTTP/1.1" 200 1193
0:0:0:0:0:0:0:1 - - [11/Oct/2018:16:41:21 +0800] "GET /verifyUtil.do HTTP/1.1" 200 575
0:0:0:0:0:0:0:1 - - [11/Oct/2018:16:41:21 +0800] "GET /favicon.ico HTTP/1.1" 200 946
0:0:0:0:0:0:0:1 - - [11/Oct/2018:16:41:21 +0800] "GET /student/login.do?username=3123&password= HTTP/1.1" 200 1193
0:0:0:0:0:0:0:1 - - [11/Oct/2018:16:41:21 +0800] "GET /verifyUtil.do HTTP/1.1" 200 672
0:0:0:0:0:0:0:1 - - [11/Oct/2018:16:41:21 +0800] "GET /favicon.ico HTTP/1.1" 200 946
0:0:0:0:0:0:0:1 - - [11/Oct/2018:16:41:21 +0800] "GET /student/login.do?username=3123&password= HTTP/1.1" 200 1193
0:0:0:0:0:0:0:1 - - [11/Oct/2018:16:41:21 +0800] "GET /verifyUtil.do HTTP/1.1" 200 633
0:0:0:0:0:0:0:1 - - [11/Oct/2018:16:41:21 +0800] "GET /favicon.ico HTTP/1.1" 200 946
0:0:0:0:0:0:0:1 - - [11/Oct/2018:16:41:22 +0800] "GET /student/login.do?username=3123&password= HTTP/1.1" 200 1193
0:0:0:0:0:0:0:1 - - [11/Oct/2018:16:41:22 +0800] "GET /verifyUtil.do HTTP/1.1" 200 734
0:0:0:0:0:0:0:1 - - [11/Oct/2018:16:41:22 +0800] "GET /favicon.ico HTTP/1.1" 200 946
0:0:0:0:0:0:0:1 - - [11/Oct/2018:16:41:22 +0800] "GET /student/login.do?username=3123&password= HTTP/1.1" 200 1193
0:0:0:0:0:0:0:1 - - [11/Oct/2018:16:41:22 +0800] "GET /verifyUtil.do HTTP/1.1" 200 693
0:0:0:0:0:0:0:1 - - [11/Oct/2018:16:41:22 +0800] "GET /favicon.ico HTTP/1.1" 200 946
0:0:0:0:0:0:0:1 - - [11/Oct/2018:16:41:22 +0800] "GET /student/login.do?username=3123&password= HTTP/1.1" 200 1193
0:0:0:0:0:0:0:1 - - [11/Oct/2018:16:41:22 +0800] "GET /verifyUtil.do HTTP/1.1" 200 636
0:0:0:0:0:0:0:1 - - [11/Oct/2018:16:41:22 +0800] "GET /favicon.ico HTTP/1.1" 200 946
0:0:0:0:0:0:0:1 - - [11/Oct/2018:16:41:22 +0800] "GET /student/login.do?username=3123&password= HTTP/1.1" 200 1193
0:0:0:0:0:0:0:1 - - [11/Oct/2018:16:41:22 +0800] "GET /verifyUtil.do HTTP/1.1" 200 644
0:0:0:0:0:0:0:1 - - [11/Oct/2018:16:41:22 +0800] "GET /favicon.ico HTTP/1.1" 200 946
0:0:0:0:0:0:0:1 - - [11/Oct/2018:16:41:22 +0800] "GET /student/login.do?username=3123&password= HTTP/1.1" 200 1193
0:0:0:0:0:0:0:1 - - [11/Oct/2018:16:41:22 +0800] "GET /verifyUtil.do HTTP/1.1" 200 700
0:0:0:0:0:0:0:1 - - [11/Oct/2018:16:41:22 +0800] "GET /favicon.ico HTTP/1.1" 200 946
0:0:0:0:0:0:0:1 - - [11/Oct/2018:16:41:23 +0800] "GET /student/login.do?username=3123&password= HTTP/1.1" 200 1193
0:0:0:0:0:0:0:1 - - [11/Oct/2018:16:41:23 +0800] "GET /verifyUtil.do HTTP/1.1" 200 685
0:0:0:0:0:0:0:1 - - [11/Oct/2018:16:41:23 +0800] "GET /favicon.ico HTTP/1.1" 200 946
0:0:0:0:0:0:0:1 - - [11/Oct/2018:16:41:23 +0800] "GET /student/login.do?username=3123&password= HTTP/1.1" 200 1193
0:0:0:0:0:0:0:1 - - [11/Oct/2018:16:41:23 +0800] "GET /verifyUtil.do HTTP/1.1" 200 607
0:0:0:0:0:0:0:1 - - [11/Oct/2018:16:41:23 +0800] "GET /favicon.ico HTTP/1.1" 200 946
0:0:0:0:0:0:0:1 - - [11/Oct/2018:16:41:23 +0800] "GET /student/login.do?username=3123&password= HTTP/1.1" 200 1193
0:0:0:0:0:0:0:1 - - [11/Oct/2018:16:41:23 +0800] "GET /verifyUtil.do HTTP/1.1" 200 615
0:0:0:0:0:0:0:1 - - [11/Oct/2018:16:41:23 +0800] "GET /favicon.ico HTTP/1.1" 200 946
0:0:0:0:0:0:0:1 - - [11/Oct/2018:16:41:23 +0800] "GET /student/login.do?username=3123&password= HTTP/1.1" 200 1193
0:0:0:0:0:0:0:1 - - [11/Oct/2018:16:41:23 +0800] "GET /verifyUtil.do HTTP/1.1" 200 666
0:0:0:0:0:0:0:1 - - [11/Oct/2018:16:41:23 +0800] "GET /favicon.ico HTTP/1.1" 200 946
0:0:0:0:0:0:0:1 - - [11/Oct/2018:16:41:23 +0800] "GET /student/login.do?username=3123&password= HTTP/1.1" 200 1193
0:0:0:0:0:0:0:1 - - [11/Oct/2018:16:41:23 +0800] "GET /verifyUtil.do HTTP/1.1" 200 712
0:0:0:0:0:0:0:1 - - [11/Oct/2018:16:41:23 +0800] "GET /favicon.ico HTTP/1.1" 200 946
0:0:0:0:0:0:0:1 - - [11/Oct/2018:16:41:23 +0800] "GET /student/login.do?username=3123&password= HTTP/1.1" 200 1193
0:0:0:0:0:0:0:1 - - [11/Oct/2018:16:41:23 +0800] "GET /verifyUtil.do HTTP/1.1" 200 590
0:0:0:0:0:0:0:1 - - [11/Oct/2018:16:41:23 +0800] "GET /favicon.ico HTTP/1.1" 200 946
0:0:0:0:0:0:0:1 - - [11/Oct/2018:16:41:24 +0800] "GET /student/login.do?username=3123&password= HTTP/1.1" 200 1193
0:0:0:0:0:0:0:1 - - [11/Oct/2018:16:41:24 +0800] "GET /verifyUtil.do HTTP/1.1" 200 657
0:0:0:0:0:0:0:1 - - [11/Oct/2018:16:41:24 +0800] "GET /favicon.ico HTTP/1.1" 200 946
0:0:0:0:0:0:0:1 - - [11/Oct/2018:16:41:24 +0800] "GET /student/login.do?username=3123&password= HTTP/1.1" 200 1193
0:0:0:0:0:0:0:1 - - [11/Oct/2018:16:41:24 +0800] "GET /verifyUtil.do HTTP/1.1" 200 640
0:0:0:0:0:0:0:1 - - [11/Oct/2018:16:41:24 +0800] "GET /favicon.ico HTTP/1.1" 200 946
0:0:0:0:0:0:0:1 - - [11/Oct/2018:16:41:24 +0800] "GET /student/login.do?username=3123&password= HTTP/1.1" 200 1193
0:0:0:0:0:0:0:1 - - [11/Oct/2018:16:41:24 +0800] "GET /verifyUtil.do HTTP/1.1" 200 689
0:0:0:0:0:0:0:1 - - [11/Oct/2018:16:41:24 +0800] "GET /favicon.ico HTTP/1.1" 200 946
0:0:0:0:0:0:0:1 - - [11/Oct/2018:16:41:24 +0800] "GET /student/login.do?username=3123&password= HTTP/1.1" 200 1193
0:0:0:0:0:0:0:1 - - [11/Oct/2018:16:41:24 +0800] "GET /verifyUtil.do HTTP/1.1" 200 681
0:0:0:0:0:0:0:1 - - [11/Oct/2018:16:41:24 +0800] "GET /favicon.ico HTTP/1.1" 200 946
0:0:0:0:0:0:0:1 - - [11/Oct/2018:16:41:24 +0800] "GET /student/login.do?username=3123&password= HTTP/1.1" 200 1193
0:0:0:0:0:0:0:1 - - [11/Oct/2018:16:41:24 +0800] "GET /verifyUtil.do HTTP/1.1" 200 599
0:0:0:0:0:0:0:1 - - [11/Oct/2018:16:41:24 +0800] "GET /favicon.ico HTTP/1.1" 200 946
0:0:0:0:0:0:0:1 - - [11/Oct/2018:16:41:24 +0800] "GET /student/login.do?username=3123&password= HTTP/1.1" 200 1193
0:0:0:0:0:0:0:1 - - [11/Oct/2018:16:41:24 +0800] "GET /verifyUtil.do HTTP/1.1" 200 650
0:0:0:0:0:0:0:1 - - [11/Oct/2018:16:41:24 +0800] "GET /favicon.ico HTTP/1.1" 200 946
0:0:0:0:0:0:0:1 - - [11/Oct/2018:16:41:24 +0800] "GET /student/login.do?username=3123&password= HTTP/1.1" 200 1193
0:0:0:0:0:0:0:1 - - [11/Oct/2018:16:41:24 +0800] "GET /verifyUtil.do HTTP/1.1" 200 592
0:0:0:0:0:0:0:1 - - [11/Oct/2018:16:41:24 +0800] "GET /favicon.ico HTTP/1.1" 200 946
0:0:0:0:0:0:0:1 - - [11/Oct/2018:16:41:25 +0800] "GET /student/login.do?username=3123&password= HTTP/1.1" 200 1193
0:0:0:0:0:0:0:1 - - [11/Oct/2018:16:41:25 +0800] "GET /verifyUtil.do HTTP/1.1" 200 532
0:0:0:0:0:0:0:1 - - [11/Oct/2018:16:41:25 +0800] "GET /favicon.ico HTTP/1.1" 200 946
0:0:0:0:0:0:0:1 - - [11/Oct/2018:16:41:25 +0800] "GET /student/login.do?username=3123&password= HTTP/1.1" 200 1193
0:0:0:0:0:0:0:1 - - [11/Oct/2018:16:41:25 +0800] "GET /verifyUtil.do HTTP/1.1" 200 639
0:0:0:0:0:0:0:1 - - [11/Oct/2018:16:41:25 +0800] "GET /favicon.ico HTTP/1.1" 200 946
0:0:0:0:0:0:0:1 - - [11/Oct/2018:16:41:25 +0800] "GET /student/login.do?username=3123&password= HTTP/1.1" 200 1193
0:0:0:0:0:0:0:1 - - [11/Oct/2018:16:41:25 +0800] "GET /verifyUtil.do HTTP/1.1" 200 637
0:0:0:0:0:0:0:1 - - [11/Oct/2018:16:41:25 +0800] "GET /favicon.ico HTTP/1.1" 200 946
0:0:0:0:0:0:0:1 - - [11/Oct/2018:16:41:25 +0800] "GET /student/login.do?username=3123&password= HTTP/1.1" 200 1193
0:0:0:0:0:0:0:1 - - [11/Oct/2018:16:41:25 +0800] "GET /verifyUtil.do HTTP/1.1" 200 668
0:0:0:0:0:0:0:1 - - [11/Oct/2018:16:41:25 +0800] "GET /favicon.ico HTTP/1.1" 200 946
0:0:0:0:0:0:0:1 - - [11/Oct/2018:16:41:25 +0800] "GET /student/login.do?username=3123&password= HTTP/1.1" 200 1193
0:0:0:0:0:0:0:1 - - [11/Oct/2018:16:41:25 +0800] "GET /verifyUtil.do HTTP/1.1" 200 704
0:0:0:0:0:0:0:1 - - [11/Oct/2018:16:41:25 +0800] "GET /favicon.ico HTTP/1.1" 200 946
0:0:0:0:0:0:0:1 - - [11/Oct/2018:16:41:25 +0800] "GET /student/login.do?username=3123&password= HTTP/1.1" 200 1193
0:0:0:0:0:0:0:1 - - [11/Oct/2018:16:41:25 +0800] "GET /verifyUtil.do HTTP/1.1" 200 675
0:0:0:0:0:0:0:1 - - [11/Oct/2018:16:41:25 +0800] "GET /favicon.ico HTTP/1.1" 200 946
0:0:0:0:0:0:0:1 - - [11/Oct/2018:16:41:25 +0800] "GET /student/login.do?username=3123&password= HTTP/1.1" 200 1193
0:0:0:0:0:0:0:1 - - [11/Oct/2018:16:41:25 +0800] "GET /verifyUtil.do HTTP/1.1" 200 535
0:0:0:0:0:0:0:1 - - [11/Oct/2018:16:41:25 +0800] "GET /favicon.ico HTTP/1.1" 200 946
0:0:0:0:0:0:0:1 - - [11/Oct/2018:16:41:26 +0800] "GET /student/login.do?username=3123&password= HTTP/1.1" 200 1193
0:0:0:0:0:0:0:1 - - [11/Oct/2018:16:41:26 +0800] "GET /verifyUtil.do HTTP/1.1" 200 626
0:0:0:0:0:0:0:1 - - [11/Oct/2018:16:41:26 +0800] "GET /favicon.ico HTTP/1.1" 200 946
0:0:0:0:0:0:0:1 - - [11/Oct/2018:16:41:26 +0800] "GET /student/login.do?username=3123&password= HTTP/1.1" 200 1193
0:0:0:0:0:0:0:1 - - [11/Oct/2018:16:41:26 +0800] "GET /verifyUtil.do HTTP/1.1" 200 727
0:0:0:0:0:0:0:1 - - [11/Oct/2018:16:41:26 +0800] "GET /favicon.ico HTTP/1.1" 200 946
0:0:0:0:0:0:0:1 - - [11/Oct/2018:16:41:26 +0800] "GET /student/login.do?username=3123&password= HTTP/1.1" 200 1193
0:0:0:0:0:0:0:1 - - [11/Oct/2018:16:41:26 +0800] "GET /verifyUtil.do HTTP/1.1" 200 708
0:0:0:0:0:0:0:1 - - [11/Oct/2018:16:41:26 +0800] "GET /favicon.ico HTTP/1.1" 200 946
0:0:0:0:0:0:0:1 - - [11/Oct/2018:16:41:26 +0800] "GET /student/login.do?username=3123&password= HTTP/1.1" 200 1193
0:0:0:0:0:0:0:1 - - [11/Oct/2018:16:41:26 +0800] "GET /verifyUtil.do HTTP/1.1" 200 609
0:0:0:0:0:0:0:1 - - [11/Oct/2018:16:41:26 +0800] "GET /favicon.ico HTTP/1.1" 200 946
0:0:0:0:0:0:0:1 - - [11/Oct/2018:16:41:26 +0800] "GET /student/login.do?username=3123&password= HTTP/1.1" 200 1193
0:0:0:0:0:0:0:1 - - [11/Oct/2018:16:41:26 +0800] "GET /verifyUtil.do HTTP/1.1" 200 661
0:0:0:0:0:0:0:1 - - [11/Oct/2018:16:41:26 +0800] "GET /favicon.ico HTTP/1.1" 200 946
0:0:0:0:0:0:0:1 - - [11/Oct/2018:16:41:26 +0800] "GET /student/login.do?username=3123&password= HTTP/1.1" 200 1193
0:0:0:0:0:0:0:1 - - [11/Oct/2018:16:41:26 +0800] "GET /verifyUtil.do HTTP/1.1" 200 705
0:0:0:0:0:0:0:1 - - [11/Oct/2018:16:41:26 +0800] "GET /favicon.ico HTTP/1.1" 200 946
0:0:0:0:0:0:0:1 - - [11/Oct/2018:16:41:26 +0800] "GET /student/login.do?username=3123&password= HTTP/1.1" 200 1193
0:0:0:0:0:0:0:1 - - [11/Oct/2018:16:41:26 +0800] "GET /verifyUtil.do HTTP/1.1" 200 683
0:0:0:0:0:0:0:1 - - [11/Oct/2018:16:41:26 +0800] "GET /favicon.ico HTTP/1.1" 200 946
0:0:0:0:0:0:0:1 - - [11/Oct/2018:16:41:27 +0800] "GET /student/login.do?username=3123&password= HTTP/1.1" 200 1193
0:0:0:0:0:0:0:1 - - [11/Oct/2018:16:41:27 +0800] "GET /verifyUtil.do HTTP/1.1" 200 591
0:0:0:0:0:0:0:1 - - [11/Oct/2018:16:41:27 +0800] "GET /favicon.ico HTTP/1.1" 200 946
0:0:0:0:0:0:0:1 - - [11/Oct/2018:16:41:27 +0800] "GET /student/login.do?username=3123&password= HTTP/1.1" 200 1193
0:0:0:0:0:0:0:1 - - [11/Oct/2018:16:41:27 +0800] "GET /verifyUtil.do HTTP/1.1" 200 705
0:0:0:0:0:0:0:1 - - [11/Oct/2018:16:41:27 +0800] "GET /favicon.ico HTTP/1.1" 200 946
0:0:0:0:0:0:0:1 - - [11/Oct/2018:16:41:27 +0800] "GET /student/login.do?username=3123&password= HTTP/1.1" 200 1193
0:0:0:0:0:0:0:1 - - [11/Oct/2018:16:41:27 +0800] "GET /verifyUtil.do HTTP/1.1" 200 630
0:0:0:0:0:0:0:1 - - [11/Oct/2018:16:41:27 +0800] "GET /favicon.ico HTTP/1.1" 200 946
0:0:0:0:0:0:0:1 - - [11/Oct/2018:16:41:27 +0800] "GET /student/login.do?username=3123&password= HTTP/1.1" 200 1193
0:0:0:0:0:0:0:1 - - [11/Oct/2018:16:41:27 +0800] "GET /verifyUtil.do HTTP/1.1" 200 645
0:0:0:0:0:0:0:1 - - [11/Oct/2018:16:41:27 +0800] "GET /favicon.ico HTTP/1.1" 200 946
0:0:0:0:0:0:0:1 - - [11/Oct/2018:16:41:27 +0800] "GET /student/login.do?username=3123&password= HTTP/1.1" 200 1193
0:0:0:0:0:0:0:1 - - [11/Oct/2018:16:41:27 +0800] "GET /verifyUtil.do HTTP/1.1" 200 631
0:0:0:0:0:0:0:1 - - [11/Oct/2018:16:41:27 +0800] "GET /favicon.ico HTTP/1.1" 200 946
0:0:0:0:0:0:0:1 - - [11/Oct/2018:16:41:27 +0800] "GET /student/login.do?username=3123&password= HTTP/1.1" 200 1193
0:0:0:0:0:0:0:1 - - [11/Oct/2018:16:41:27 +0800] "GET /verifyUtil.do HTTP/1.1" 200 669
0:0:0:0:0:0:0:1 - - [11/Oct/2018:16:41:27 +0800] "GET /favicon.ico HTTP/1.1" 200 946
0:0:0:0:0:0:0:1 - - [11/Oct/2018:16:41:27 +0800] "GET /student/login.do?username=3123&password= HTTP/1.1" 200 1193
0:0:0:0:0:0:0:1 - - [11/Oct/2018:16:41:27 +0800] "GET /verifyUtil.do HTTP/1.1" 200 626
0:0:0:0:0:0:0:1 - - [11/Oct/2018:16:41:27 +0800] "GET /favicon.ico HTTP/1.1" 200 946
0:0:0:0:0:0:0:1 - - [11/Oct/2018:16:41:28 +0800] "GET /student/login.do?username=3123&password= HTTP/1.1" 200 1193
0:0:0:0:0:0:0:1 - - [11/Oct/2018:16:41:28 +0800] "GET /verifyUtil.do HTTP/1.1" 200 547
0:0:0:0:0:0:0:1 - - [11/Oct/2018:16:41:28 +0800] "GET /favicon.ico HTTP/1.1" 200 946
0:0:0:0:0:0:0:1 - - [11/Oct/2018:16:41:28 +0800] "GET /student/login.do?username=3123&password= HTTP/1.1" 200 1193
0:0:0:0:0:0:0:1 - - [11/Oct/2018:16:41:28 +0800] "GET /verifyUtil.do HTTP/1.1" 200 588
0:0:0:0:0:0:0:1 - - [11/Oct/2018:16:41:28 +0800] "GET /favicon.ico HTTP/1.1" 200 946
0:0:0:0:0:0:0:1 - - [11/Oct/2018:16:41:28 +0800] "GET /student/login.do?username=3123&password= HTTP/1.1" 200 1193
0:0:0:0:0:0:0:1 - - [11/Oct/2018:16:41:28 +0800] "GET /verifyUtil.do HTTP/1.1" 200 562
0:0:0:0:0:0:0:1 - - [11/Oct/2018:16:41:28 +0800] "GET /favicon.ico HTTP/1.1" 200 946
0:0:0:0:0:0:0:1 - - [11/Oct/2018:16:41:28 +0800] "GET /student/login.do?username=3123&password= HTTP/1.1" 200 1193
0:0:0:0:0:0:0:1 - - [11/Oct/2018:16:41:28 +0800] "GET /verifyUtil.do HTTP/1.1" 200 681
0:0:0:0:0:0:0:1 - - [11/Oct/2018:16:41:28 +0800] "GET /favicon.ico HTTP/1.1" 200 946
